,Question,Generated Answer,Standard Answer,Topic,BLEU Score,ROUGE Score,IndoBERT Similarity,Inference Time
162,Mengapa platform-platform di tingkat Arupadhatu berbentuk melingkar?,"Platform-platform di tingkat Arupadhatu berbentuk melingkar karena mewakili konsep mandala, diagram kosmik yang melambangkan alam semesta dan keterkaitan segala sesuatu. Bentuk melingkar ini juga mewakili tingkat kesadaran dan pencapaian spiritual yang lebih tinggi, saat perjalanan berlangsung menuju tujuan akhir pencerahan.","Karena bentuk melingkar mewakili mandala, yaitu diagram kosmik yang melambangkan alam semesta dan keterkaitan segala sesuatu, sesuai dengan konsep Buddhis.",Arsitektur,"{'bleu': 0.23249877408913688, 'precisions': [0.38636363636363635, 0.23255813953488372, 0.19047619047619047, 0.17073170731707318], 'brevity_penalty': 1.0, 'length_ratio': 1.9130434782608696, 'translation_length': 44, 'reference_length': 23}","{'rouge1': np.float64(0.5245901639344263), 'rouge2': np.float64(0.3389830508474576), 'rougeL': np.float64(0.42622950819672134), 'rougeLsum': np.float64(0.42622950819672134)}",0.6768358945846558,0.39922428131103516
163,Bagaimana fungsi platform melingkar di Borobudur mendukung praktik spiritual?,"Fungsi platform melingkar di Borobudur mendukung praktik spiritual dengan beberapa cara. Pertama, platform melingkar ini mewakili konsep mandala, diagram kosmik yang melambangkan alam semesta dan keterkaitan segala sesuatu. Dengan demikian, platform melingkar ini dapat membantu individu memahami dan mengalami keterkaitan antara segala sesuatu dalam alam semesta.Kedua, platform melingkar ini mewakili tingkat kesadaran dan pencapaian spiritual yang lebih tinggi. Dengan berjalan di atas platform melingkar ini, individu dapat mengalami perjalanan spiritual menuju pencerahan dan meningkatkan tingkat kesadaran mereka.Ketiga, platform melingkar ini menciptakan ruang suci untuk kontemplasi dan meditasi, memfasilitasi pertumbuhan spiritual individu. Dengan demikian, individu dapat lebih mudah untuk fokus pada spiritualitas mereka dan mencapai tingkat kesadaran yang lebih tinggi.Dengan demikian, fungsi platform melingkar di Borobudur mend","Platform melingkar menciptakan ruang suci untuk kontemplasi dan meditasi, sehingga memfasilitasi pertumbuhan spiritual individu dalam perjalanan menuju pencerahan.",Arsitektur,"{'bleu': 0.07396232796938386, 'precisions': [0.13333333333333333, 0.08208955223880597, 0.06015037593984962, 0.045454545454545456], 'brevity_penalty': 1.0, 'length_ratio': 6.75, 'translation_length': 135, 'reference_length': 20}","{'rouge1': np.float64(0.24817518248175183), 'rouge2': np.float64(0.16296296296296298), 'rougeL': np.float64(0.18978102189781024), 'rougeLsum': np.float64(0.18978102189781024)}",0.7907185554504395,0.5299451351165771
164,Apa tujuan utama dari platform melingkar di Candi Borobudur secara simbolis?,Tujuan utama dari platform melingkar di Candi Borobudur secara simbolis adalah untuk memberikan representasi dari perjalanan spiritual menuju pencerahan dan keterkaitan semua makhluk.,Tujuan utamanya adalah untuk memberikan representasi simbolis dan pengalaman spiritual dari perjalanan menuju pencerahan serta menggambarkan kesatuan dan keterkaitan semua makhluk.,Arsitektur,"{'bleu': 0.3033668865762665, 'precisions': [0.6666666666666666, 0.391304347826087, 0.22727272727272727, 0.14285714285714285], 'brevity_penalty': 1.0, 'length_ratio': 1.0909090909090908, 'translation_length': 24, 'reference_length': 22}","{'rouge1': np.float64(0.6818181818181819), 'rouge2': np.float64(0.380952380952381), 'rougeL': np.float64(0.5909090909090909), 'rougeLsum': np.float64(0.5909090909090909)}",0.709164023399353,0.252183198928833
165,Apa saja tiga tingkatan utama dalam struktur Candi Borobudur dan apa maknanya?,"Tiga tingkatan utama dalam struktur Candi Borobudur adalah:1. **Kamadhatu** (dasar piramidal): Tingkat ini melambangkan dunia fana atau dunia keinginan manusia. Kamadhatu adalah tingkat transisi ke dunia spiritual berikutnya.2. **Rupadhatu** (lima teras konsentris): Tingkat ini melambangkan dunia roh atau dunia batin manusia. Rupadhatu adalah tingkat di mana manusia dapat mencapai pencerahan atau kebebasan dari keinginan.3. **Arupadhatu** (tiga platform melingkar bersama dengan stupa besar): Tingkat ini melambangkan dunia kebenaran atau alam semesta. Arupadhatu adalah tingkat tertinggi dalam perjalanan spiritual di Candi Borobudur, di mana manusia dapat mencapai pencerahan atau kebebasan dari keinginan.",Tiga tingkatan utama Candi Borobudur adalah:,Arsitektur,"{'bleu': 0.025920785887759947, 'precisions': [0.056, 0.04032258064516129, 0.024390243902439025, 0.00819672131147541], 'brevity_penalty': 1.0, 'length_ratio': 17.857142857142858, 'translation_length': 125, 'reference_length': 7}","{'rouge1': np.float64(0.12121212121212122), 'rouge2': np.float64(0.08247422680412371), 'rougeL': np.float64(0.12121212121212122), 'rougeLsum': np.float64(0.12121212121212122)}",0.7161034941673279,0.4808058738708496
166,Apa makna arsitektur mandala dalam desain Candi Borobudur?,"Arsitektur mandala dalam desain Candi Borobudur memiliki makna yang sangat dalam dan kompleks. Menurut teks yang disediakan, Candi Borobudur dirancang sebagai mandala, yaitu pola kompleks kotak dan lingkaran konsentris yang melambangkan kosmos atau alam semesta.Dalam konteks ini, mandala digunakan sebagai simbol untuk menggambarkan perjalanan spiritual manusia menuju pencerahan atau kebebasan dari keinginan. Setiap tingkat dalam candi memiliki makna yang berbeda-beda, mulai dari dasar piramidal (Kamadhatu) yang melambangkan dunia fana, hingga tingkat tertinggi (Arupadhatu) yang melambangkan alam semesta.Arsitektur mandala dalam Candi Borobudur juga menciptakan representasi simbolis yang kompleks, dengan elemen lingkaran, kotak, dan tangga yang saling terkait. Ini menunjukkan bahwa desain candi ini tidak hanya sebagai bangunan fisik, tetapi juga sebagai simbol spiritual yang dapat membantu manusia mencapai","Mandala pada Candi Borobudur merupakan pola konsentris kotak dan lingkaran yang melambangkan alam semesta dan perjalanan spiritual dari dunia fana menuju pencerahan, serta keterhubungan antara manusia dan kosmos.",Arsitektur,"{'bleu': 0.03723653323553591, 'precisions': [0.17518248175182483, 0.0661764705882353, 0.022222222222222223, 0.007462686567164179], 'brevity_penalty': 1.0, 'length_ratio': 4.566666666666666, 'translation_length': 137, 'reference_length': 30}","{'rouge1': np.float64(0.3108108108108108), 'rouge2': np.float64(0.1232876712328767), 'rougeL': np.float64(0.2297297297297297), 'rougeLsum': np.float64(0.2297297297297297)}",0.8231929540634155,0.7313687801361084
167,"Apa yang dilambangkan oleh tingkat ke-6 Borobudur, dan bentuk arsitekturnya?",Tingkat ke-6 Borobudur melambangkan bumi dan berfungsi sebagai tingkat transisi ke bidang keinginan manusia berikutnya. Bentuk arsitekturnya adalah teras persegi.,"Tingkat ke-6 Borobudur berbentuk teras persegi yang melambangkan bumi dan berfungsi sebagai transisi dari Rupadhatu ke Arupadhatu, yaitu dari dunia bentuk ke dunia tak berbentuk.",Arsitektur,"{'bleu': 0.20217300228354734, 'precisions': [0.5909090909090909, 0.3333333333333333, 0.2, 0.10526315789473684], 'brevity_penalty': 0.7967034698934615, 'length_ratio': 0.8148148148148148, 'translation_length': 22, 'reference_length': 27}","{'rouge1': np.float64(0.5957446808510638), 'rouge2': np.float64(0.35555555555555557), 'rougeL': np.float64(0.5106382978723405), 'rougeLsum': np.float64(0.5106382978723405)}",0.7995119094848633,0.26610374450683594
168,Apa makna platform melingkar di tingkat 7–10 Borobudur?,"Platform melingkar di tingkat 7-10 Borobudur melambangkan kepala, langit, atau elemen tak berbentuk.","Platform melingkar di tingkat 7–10 melambangkan kepala, langit, atau elemen tak berbentuk, menandakan naiknya kesadaran spiritual menuju pencerahan dalam ajaran Buddha Mahayana.",Arsitektur,"{'bleu': 0.3865559663095786, 'precisions': [0.7777777777777778, 0.6470588235294118, 0.5625, 0.4666666666666667], 'brevity_penalty': 0.6411803884299546, 'length_ratio': 0.6923076923076923, 'translation_length': 18, 'reference_length': 26}","{'rouge1': np.float64(0.7027027027027025), 'rouge2': np.float64(0.6285714285714286), 'rougeL': np.float64(0.7027027027027025), 'rougeLsum': np.float64(0.7027027027027025)}",0.7534584999084473,0.23385334014892578
169,Apa makna dari stupa besar di tingkat ke-10 Candi Borobudur?,Stupa besar di tingkat ke-10 Candi Borobudur melambangkan alam semesta.,"Stupa besar di tingkat ke-10 melambangkan puncak pencerahan spiritual dan alam semesta, menjadi simbol tertinggi dalam perjalanan mencapai kebebasan mutlak dari semua keinginan duniawi.",Arsitektur,"{'bleu': 0.10988537575405645, 'precisions': [0.8181818181818182, 0.5, 0.3333333333333333, 0.25], 'brevity_penalty': 0.2557291599131006, 'length_ratio': 0.4230769230769231, 'translation_length': 11, 'reference_length': 26}","{'rouge1': np.float64(0.5), 'rouge2': np.float64(0.35294117647058826), 'rougeL': np.float64(0.5), 'rougeLsum': np.float64(0.5)}",0.638834536075592,0.23621463775634766
170,"Berapa luas area fisik Candi Borobudur, dan apa pengakuan yang diterimanya?","Berapa luas area fisik Candi Borobudur? Luas area fisik Candi Borobudur adalah 15.129 meter persegi.Apa pengakuan yang diterimanya? Menurut Guinness World Record, Candi Borobudur menjadi Candi Buddha terbesar di dunia.","Luas area fisik Candi Borobudur adalah 15.129 meter persegi dengan panjang dan lebar masing-masing sekitar 123 meter, dan candi ini diakui sebagai Candi Buddha terbesar di dunia oleh Guinness World Records.",Arsitektur,"{'bleu': 0.33922324992610886, 'precisions': [0.5, 0.37142857142857144, 0.29411764705882354, 0.24242424242424243], 'brevity_penalty': 1.0, 'length_ratio': 1.0909090909090908, 'translation_length': 36, 'reference_length': 33}","{'rouge1': np.float64(0.5538461538461538), 'rouge2': np.float64(0.4444444444444444), 'rougeL': np.float64(0.49230769230769234), 'rougeLsum': np.float64(0.49230769230769234)}",0.9077831506729126,0.2767460346221924
171,"Apa luas keseluruhan kawasan wisata Candi Borobudur (Zona 2), dan apa saja yang termasuk di dalamnya?","Luas keseluruhan kawasan wisata Candi Borobudur (Zona 2) adalah 42,3 hektar. Di dalamnya terdapat berbagai fasilitas pendukung seperti:1. Taman2. Area parkir3. Ruang untuk kegiatan wisata lainnyaSelain itu, Candi Borobudur sendiri juga merupakan bagian dari zona ini.","Luas kawasan wisata Candi Borobudur (Zona 2) mencapai 42,3 hektar, mencakup taman, area parkir, dan fasilitas pendukung lainnya selain candi utama.",Arsitektur,"{'bleu': 0.17932501937193843, 'precisions': [0.32608695652173914, 0.2, 0.13636363636363635, 0.11627906976744186], 'brevity_penalty': 1.0, 'length_ratio': 1.7037037037037037, 'translation_length': 46, 'reference_length': 27}","{'rouge1': np.float64(0.4666666666666667), 'rouge2': np.float64(0.27586206896551724), 'rougeL': np.float64(0.43333333333333335), 'rougeLsum': np.float64(0.43333333333333335)}",0.9570320248603821,0.33172106742858887
172,Apa yang dapat ditemukan wisatawan di dalam area fisik Candi Borobudur?,Wisatawan dapat menjelajahi luasnya ruang yang dipenuhi dengan relief-relief Buddha yang menakjubkan di dalam area fisik Candi Borobudur.,"Wisatawan dapat menjelajahi relief-relief Buddha yang menakjubkan, yang menghiasi dinding-dinding candi dan menggambarkan ajaran serta kisah dalam tradisi Buddha Mahayana.",Arsitektur,"{'bleu': 0.17112018824070996, 'precisions': [0.5263157894736842, 0.2777777777777778, 0.17647058823529413, 0.0625], 'brevity_penalty': 0.8539396656235351, 'length_ratio': 0.8636363636363636, 'translation_length': 19, 'reference_length': 22}","{'rouge1': np.float64(0.5365853658536586), 'rouge2': np.float64(0.30769230769230765), 'rougeL': np.float64(0.43902439024390244), 'rougeLsum': np.float64(0.43902439024390244)}",0.7630898952484131,0.25855326652526855
173,Mengapa zona 2 penting dalam pengelolaan wisata Candi Borobudur?,"Zona 2 penting dalam pengelolaan wisata Candi Borobudur karena mencakup area yang lebih besar dan melibatkan berbagai fasilitas pendukung seperti taman, area parkir, dan ruang untuk kegiatan wisata lainnya. Dengan demikian, zona 2 dapat menampung kebutuhan wisatawan yang berkunjung ke Candi Borobudur, serta memungkinkan pengelolaan wisata yang lebih efektif dan efisien. Selain itu, zona 2 juga dapat menjadi destinasi yang menarik bagi pengunjung, menawarkan pengalaman yang mendalam dan beragam.","Karena zona 2 mencakup area pendukung wisata seperti taman, parkir, dan ruang kegiatan, sehingga memperluas pengalaman wisata dan membantu pengelolaan keramaian tanpa mengganggu area candi utama.",Arsitektur,"{'bleu': 0.059909349150673426, 'precisions': [0.2692307692307692, 0.09090909090909091, 0.039473684210526314, 0.013333333333333334], 'brevity_penalty': 1.0, 'length_ratio': 2.6, 'translation_length': 78, 'reference_length': 30}","{'rouge1': np.float64(0.39999999999999997), 'rouge2': np.float64(0.10752688172043011), 'rougeL': np.float64(0.2736842105263158), 'rougeLsum': np.float64(0.2736842105263158)}",0.8409543633460999,0.39351511001586914
174,Apa yang menjadikan kawasan wisata Borobudur menarik bagi pengunjung dari berbagai penjuru dunia?,"Kawasan wisata Candi Borobudur menarik bagi pengunjung dari berbagai penjuru dunia karena gabungan antara kekayaan sejarah dan keindahan alam di sekitarnya. Selain keindahan arsitektur Candi Borobudur itu sendiri, kawasan wisata ini juga dilengkapi dengan berbagai fasilitas pendukung seperti taman, area parkir, dan ruang untuk kegiatan wisata lainnya. Semua ini membuat kawasan wisata Candi Borobudur menjadi destinasi yang menarik, menawarkan pengalaman yang mendalam bagi pengunjungnya.","Kawasan Borobudur menarik karena merupakan perpaduan antara kekayaan sejarah, keagamaan, arsitektur, dan keindahan alam, yang menawarkan pengalaman mendalam dan edukatif bagi pengunjung.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.323943661971831, 0.11428571428571428, 0.028985507246376812, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.6296296296296298, 'translation_length': 71, 'reference_length': 27}","{'rouge1': np.float64(0.41860465116279066), 'rouge2': np.float64(0.16666666666666666), 'rougeL': np.float64(0.3488372093023256), 'rougeLsum': np.float64(0.3488372093023256)}",0.8574304580688477,0.9977631568908691
175,Berapa jumlah total arca Buddha di Candi Borobudur?,Jumlah total arca Buddha di Candi Borobudur adalah 504 arca Buddha.,Candi Borobudur memiliki total 504 arca Buddha yang tersebar di berbagai tingkat candi.,Arsitektur,"{'bleu': 0.0, 'precisions': [0.6666666666666666, 0.2727272727272727, 0.1, 0.0], 'brevity_penalty': 0.846481724890614, 'length_ratio': 0.8571428571428571, 'translation_length': 12, 'reference_length': 14}","{'rouge1': np.float64(0.5833333333333334), 'rouge2': np.float64(0.2727272727272727), 'rougeL': np.float64(0.41666666666666663), 'rougeLsum': np.float64(0.41666666666666663)}",0.9429335594177246,0.3733556270599365
176,"Berapa jumlah arca Buddha yang ditempatkan di dalam stupa, dan apa makna penempatannya?","Dalam teks yang Anda berikan, disebutkan bahwa terdapat 72 arca Buddha yang ditempatkan di dalam stupa-stupa kecil di Candi Borobudur. Penempatan arca-arca Buddha ini memiliki makna yang simbolis dan spiritual. Melalui penempatan yang teliti, Candi Borobudur tidak hanya menjadi bukti kepiawaian arsitektur pada masa lampau tetapi juga sebuah perjalanan visual dan spiritual bagi para pengunjungnya.","Sebanyak 72 arca Buddha ditempatkan di dalam stupa-stupa berlubang, menciptakan suasana sakral dan menyimbolkan pencerahan serta perlindungan spiritual dalam ajaran Buddha Mahayana.",Arsitektur,"{'bleu': 0.06262411456218506, 'precisions': [0.2, 0.0847457627118644, 0.05172413793103448, 0.017543859649122806], 'brevity_penalty': 1.0, 'length_ratio': 2.5, 'translation_length': 60, 'reference_length': 24}","{'rouge1': np.float64(0.3), 'rouge2': np.float64(0.15384615384615383), 'rougeL': np.float64(0.24999999999999994), 'rougeLsum': np.float64(0.24999999999999994)}",0.8151842355728149,0.3890087604522705
177,Apa makna dari tata letak arca-arca Buddha di dalam stupa-stupa Candi Borobudur?,"Maaf, saya tidak bisa menjawab pertanyaan Anda tentang makna tata letak arca-arca Buddha di dalam stupa-stupa Candi Borobudur secara pasti karena informasi tentang makna tersebut tidak disebutkan dalam teks yang diberikan.","Tata letak arca-arca Buddha dalam stupa mencerminkan keselarasan spiritual dan perjalanan menuju pencerahan, serta menunjukkan ketelitian artistik dan simbolisme mendalam dalam arsitektur keagamaan Buddha.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.21212121212121213, 0.0625, 0.03225806451612903, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.2692307692307692, 'translation_length': 33, 'reference_length': 26}","{'rouge1': np.float64(0.2758620689655172), 'rouge2': np.float64(0.17857142857142858), 'rougeL': np.float64(0.2758620689655172), 'rougeLsum': np.float64(0.2758620689655172)}",0.5399891138076782,0.3221728801727295
178,Apa yang ditunjukkan oleh arca-arca Buddha di Candi Borobudur dari sisi seni dan budaya?,"Dalam konteks tersebut, arca-arca Buddha di Candi Borobudur tidak hanya menunjukkan keindahan seni dan ukiran khas pada masa itu, tetapi juga menggambarkan perjalanan spiritual dalam ajaran Buddha. Mereka menjadi representasi dari keindahan seni dan memiliki makna yang lebih dalam sebagai simbol perjalanan spiritual.","Arca-arca Buddha menunjukkan tingkat kehalusan seni ukir dan estetika tinggi pada masa Dinasti Syailendra, sekaligus sebagai representasi visual dari ajaran spiritual Buddha.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.2978723404255319, 0.043478260869565216, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.9583333333333333, 'translation_length': 47, 'reference_length': 24}","{'rouge1': np.float64(0.41791044776119407), 'rouge2': np.float64(0.09230769230769229), 'rougeL': np.float64(0.3283582089552239), 'rougeLsum': np.float64(0.3283582089552239)}",0.8266417384147644,0.31967973709106445
179,Mengapa arca Buddha dalam stupa di Borobudur dianggap memberikan pengalaman spiritual mendalam?,"Menurut teks yang Anda berikan, arca Buddha dalam stupa di Borobudur dianggap memberikan pengalaman spiritual mendalam karena beberapa alasan:1. **Perjalanan spiritual dalam ajaran Buddha**: Arca-arca Buddha di Borobudur menggambarkan perjalanan spiritual dalam ajaran Buddha, yang mencakup konsep-konsep seperti kesadaran, kebijaksanaan, dan kebebasan.2. **Tata letak yang simbolis**: Setiap stupa menggenggam sejumlah arca Buddha, menciptakan suatu tata letak yang simbolis. Tata letak ini mungkin menggambarkan konsep-konsep spiritual seperti kesatuan, harmoni, dan kebijaksanaan.3. **Pengalaman visual**: Melalui penempatan yang teliti, Candi Borobudur menciptakan pengalaman visual yang mendalam dan penuh makna bagi para pengunjungnya. Pengalaman visual ini mungkin membantu para pengunjung memahami dan merasakan konsep-konsep spiritual yang diwakili oleh arca-arca Buddha.Dengan","Karena penempatan arca-arca dalam stupa menciptakan suasana hening, sakral, dan penuh makna, sehingga pengunjung tidak hanya menikmati keindahan visual, tetapi juga mengalami refleksi spiritual yang mendalam.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.1267605633802817, 0.0425531914893617, 0.007142857142857143, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 4.580645161290323, 'translation_length': 142, 'reference_length': 31}","{'rouge1': np.float64(0.2112676056338028), 'rouge2': np.float64(0.08571428571428572), 'rougeL': np.float64(0.16901408450704225), 'rougeLsum': np.float64(0.16901408450704225)}",0.7668081521987915,0.6667110919952393
180,Apa makna dari bentuk piramida bertingkat-tingkat pada Candi Borobudur?,Makna dari bentuk piramida bertingkat-tingkat pada Candi Borobudur adalah melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta.,"Bentuk piramida bertingkat-tingkat Candi Borobudur melambangkan kosmologi Buddha Mahayana, yaitu struktur alam semesta dan perjalanan spiritual dari dunia keinginan menuju pencerahan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.6666666666666666, 0.29411764705882354, 0.0625, 0.0], 'brevity_penalty': 0.7574651283969664, 'length_ratio': 0.782608695652174, 'translation_length': 18, 'reference_length': 23}","{'rouge1': np.float64(0.65), 'rouge2': np.float64(0.36842105263157887), 'rougeL': np.float64(0.6), 'rougeLsum': np.float64(0.6)}",0.9178369641304016,0.2594428062438965
181,Apa yang digambarkan oleh relief dan patung-patung Buddha di Candi Borobudur?,Relief dan patung-patung Buddha di Candi Borobudur menggambarkan kehidupan Buddha dan ajaran-ajaran Buddha. Mereka menggambarkan kehidupan Buddha dan menghormati ajarannya.,"Relief menggambarkan kisah kehidupan Buddha, sedangkan patung-patung Buddha dalam berbagai mudra (pose tangan) melambangkan ajaran moral, meditasi, dan pencerahan dalam agama Buddha.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.4090909090909091, 0.14285714285714285, 0.0, 0.0], 'brevity_penalty': 0.7613003866968737, 'length_ratio': 0.7857142857142857, 'translation_length': 22, 'reference_length': 28}","{'rouge1': np.float64(0.4444444444444445), 'rouge2': np.float64(0.1395348837209302), 'rougeL': np.float64(0.2666666666666666), 'rougeLsum': np.float64(0.2666666666666666)}",0.8705326318740845,0.42086315155029297
182,Mengapa Candi Borobudur disebut sebagai monumen Buddha terbesar di dunia?,Candi Borobudur disebut sebagai monumen Buddha terbesar di dunia karena ukurannya yang besar dan megah. Ukuran yang besar ini melambangkan pengaruh agama Buddha yang kuat di Jawa pada masa itu.,"Karena ukuran dan skalanya yang luar biasa, terdiri dari 10 tingkat dan luas lebih dari 15.000 meter persegi, menjadikannya monumen Buddha terbesar di dunia, mencerminkan kejayaan agama Buddha di Jawa saat itu.",Arsitektur,"{'bleu': 0.13995989862497937, 'precisions': [0.40625, 0.22580645161290322, 0.1, 0.06896551724137931], 'brevity_penalty': 0.8824969025845955, 'length_ratio': 0.8888888888888888, 'translation_length': 32, 'reference_length': 36}","{'rouge1': np.float64(0.4444444444444445), 'rouge2': np.float64(0.19672131147540986), 'rougeL': np.float64(0.31746031746031744), 'rougeLsum': np.float64(0.31746031746031744)}",0.7572593688964844,0.2821991443634033
183,Bagaimana arsitektur Candi Borobudur mencerminkan ajaran Buddha Mahayana?,"Arsitektur Candi Borobudur yang mencerminkan ajaran Buddha Mahayana adalah bentuk piramida bertingkat-tingkat yang terdiri dari 10 tingkat. Bentuk seperti ini melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta. Dengan demikian, Candi Borobudur dapat diartikan sebagai simbol dari perjalanan spiritual seseorang dalam mencapai pencerahan Buddha, dimulai dari tingkat dasar hingga tingkat tertinggi.","Melalui struktur bertingkat yang mewakili tiga alam eksistensi (Kamadhatu, Rupadhatu, Arupadhatu), dan penempatan patung serta relief yang menggambarkan jalan spiritual menuju pencerahan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.14285714285714285, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.0, 'translation_length': 56, 'reference_length': 28}","{'rouge1': np.float64(0.16216216216216214), 'rouge2': np.float64(0.0), 'rougeL': np.float64(0.13513513513513511), 'rougeLsum': np.float64(0.13513513513513511)}",0.6316059827804565,0.6024596691131592
184,Apa fungsi simbolis dari keseluruhan desain Candi Borobudur?,"Fungsi simbolis dari keseluruhan desain Candi Borobudur adalah melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta. Desain piramida bertingkat-tingkat yang terdiri dari 10 tingkat ini melambangkan struktur alam semesta yang kompleks dan harmonis. Selain itu, relief cerita dan patung Buddha yang terdapat di dinding candi juga melambangkan ajaran-ajaran Buddha dan penghormatan terhadap Buddha. Dengan demikian, keseluruhan desain Candi Borobudur memiliki makna simbolis yang mendalam tentang alam semesta dan ajaran Buddha.","Keseluruhan desain Borobudur berfungsi sebagai mandala tiga dimensi, yang memandu umat dalam meditasi dan kontemplasi, sekaligus menggambarkan perjalanan spiritual dari duniawi menuju pencerahan tertinggi.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.10526315789473684, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.814814814814815, 'translation_length': 76, 'reference_length': 27}","{'rouge1': np.float64(0.125), 'rouge2': np.float64(0.02127659574468085), 'rougeL': np.float64(0.10416666666666667), 'rougeLsum': np.float64(0.10416666666666667)}",0.7352389097213745,0.4759962558746338
185,Apa fungsi utama dari lubang-lubang pada stupa Candi Borobudur secara religius?,"Fungsi utama dari lubang-lubang pada stupa Candi Borobudur secara religius adalah sebagai tempat yang disakralkan untuk meletakkan abu jenazah. Dalam perspektif keagamaan, penempatan abu jenazah di dalam stupa dianggap sebagai bentuk penghormatan dan ritual keagamaan yang khusus.","Lubang-lubang pada stupa berfungsi sebagai tempat penyimpanan abu jenazah, yang disakralkan sebagai bentuk penghormatan dan ritual keagamaan dalam Buddhisme.",Arsitektur,"{'bleu': 0.17009466391434108, 'precisions': [0.425, 0.23076923076923078, 0.10526315789473684, 0.08108108108108109], 'brevity_penalty': 1.0, 'length_ratio': 1.9047619047619047, 'translation_length': 40, 'reference_length': 21}","{'rouge1': np.float64(0.5862068965517242), 'rouge2': np.float64(0.39285714285714285), 'rougeL': np.float64(0.48275862068965514), 'rougeLsum': np.float64(0.48275862068965514)}",0.8824339509010315,0.4906020164489746
186,Mengapa penempatan abu jenazah dalam stupa dianggap penting dalam ajaran Buddha?,"Penempatan abu jenazah dalam stupa dianggap penting dalam ajaran Buddha karena memiliki beberapa makna yang mendalam. Pertama, penempatan abu jenazah di dalam stupa dianggap sebagai bentuk penghormatan dan ritual keagamaan yang khusus. Dengan demikian, proses ini menciptakan hubungan spiritual antara orang yang meninggal dan ajaran Buddha.Selain itu, penempatan abu jenazah dalam stupa juga memperkuat keyakinan akan reinkarnasi dan perjalanan roh setelah kematian. Dalam ajaran Buddha, reinkarnasi dan perjalanan roh setelah kematian merupakan konsep yang sangat penting, dan penempatan abu jenazah dalam stupa dianggap sebagai cara untuk memperkuat keyakinan tersebut.Dalam konteks simbolis, penempatan abu jenazah dalam stupa juga mencerminkan konsep gunung Meru dalam ajaran Buddha. Gunung Meru dianggap sebagai pusat alam semesta dalam Buddhisme, dan dengan menempatkan abu jenazah di","Karena penempatan abu di dalam stupa melambangkan hubungan spiritual antara yang meninggal dengan ajaran Buddha, memperkuat keyakinan akan reinkarnasi dan perjalanan roh menuju pencerahan.",Arsitektur,"{'bleu': 0.07520119764320433, 'precisions': [0.16417910447761194, 0.10526315789473684, 0.06060606060606061, 0.030534351145038167], 'brevity_penalty': 1.0, 'length_ratio': 5.153846153846154, 'translation_length': 134, 'reference_length': 26}","{'rouge1': np.float64(0.28965517241379307), 'rouge2': np.float64(0.18181818181818182), 'rougeL': np.float64(0.27586206896551724), 'rougeLsum': np.float64(0.27586206896551724)}",0.8261191844940186,0.5910589694976807
187,Apa makna simbolis dari lubang-lubang pada stupa Candi Borobudur menurut ajaran Buddhisme?,"Menurut ajaran Buddhisme, lubang-lubang pada stupa Candi Borobudur memiliki makna simbolis yang dalam. Lubang-lubang tersebut tidak hanya sebagai wadah abu jenazah, tetapi juga mencerminkan konsep Gunung Meru dalam ajaran Buddha. Gunung Meru dianggap sebagai pusat alam semesta dalam Buddhisme, dan dengan menempatkan abu jenazah di dalam lubang-lubang pada stupa, menciptakan representasi dari perjalanan roh yang menuju pusat spiritual dan kosmis.","Lubang-lubang tersebut merepresentasikan Gunung Meru, yang diyakini sebagai pusat alam semesta dalam kosmologi Buddhis, dan simbol perjalanan roh menuju pusat spiritual.",Arsitektur,"{'bleu': 0.0953416974482192, 'precisions': [0.2835820895522388, 0.15151515151515152, 0.06153846153846154, 0.03125], 'brevity_penalty': 1.0, 'length_ratio': 2.7916666666666665, 'translation_length': 67, 'reference_length': 24}","{'rouge1': np.float64(0.39999999999999997), 'rouge2': np.float64(0.24096385542168675), 'rougeL': np.float64(0.3764705882352941), 'rougeLsum': np.float64(0.3764705882352941)}",0.8219891786575317,0.41845250129699707
