,Question,Generated Answer,Topic,BLEU Score,ROUGE Score,Inference Time
107,"""Apa tujuan dari pelaku pengeboman Candi Borobudur tahun 1985?""","Pelaku pengeboman Candi Borobudur tahun 1985 memiliki beberapa tujuan, yaitu sebagai aksi balas dendam terhadap pemerintah dan ekspresi kemarahan terhadap orang Kristen yang dianggap bersekutu dengan pemerintahan Orde Baru. Selain itu, pengeboman tersebut juga terkait dengan faktor politik, ekonomi, dan ideologi yang melatarbelakangi peristiwa tersebut.",Pemugaran,"{'bleu': 0.37901002787334764, 'precisions': [0.5098039215686274, 0.4, 0.3469387755102041, 0.2916666666666667], 'brevity_penalty': 1.0, 'length_ratio': 1.3421052631578947, 'translation_length': 51, 'reference_length': 38}","{'rouge1': 0.6582278481012658, 'rouge2': 0.5454545454545454, 'rougeL': 0.6329113924050633, 'rougeLsum': 0.6329113924050633}",0.8332390785217285
108,"""Apa cerita atau mitos lokal yang terkait dengan Candi Borobudur?""","Cerita atau mitos lokal yang terkait dengan Candi Borobudur adalah legenda Roro Jonggrang dan Bandung Bondowoso, meskipun secara khusus terkait dengan Candi Prambanan. Legenda ini sering kali dikaitkan dengan kompleks candi di Jawa Tengah, termasuk Candi Borobudur.",Pemugaran,"{'bleu': 0.18821734466255394, 'precisions': [0.5609756097560976, 0.3, 0.15384615384615385, 0.07894736842105263], 'brevity_penalty': 0.8851915475249605, 'length_ratio': 0.8913043478260869, 'translation_length': 41, 'reference_length': 46}","{'rouge1': 0.5128205128205128, 'rouge2': 0.2894736842105263, 'rougeL': 0.4358974358974359, 'rougeLsum': 0.4358974358974359}",0.8324670791625977
109,"""Apa dampak pariwisata terhadap pelestarian dan pemahaman terhadap Candi Borobudur?""","Dampak pariwisata terhadap pelestarian dan pemahaman terhadap Candi Borobudur dapat positif maupun negatif. Dampak positifnya adalah peningkatan kesadaran akan pentingnya pelestarian warisan budaya dan pengembangan ekonomi lokal, sedangkan dampak negatifnya adalah risiko kerusakan fisik akibat kunjungan wisatawan.",Pemugaran,"{'bleu': 0.22478613858269392, 'precisions': [0.4, 0.2564102564102564, 0.18421052631578946, 0.13513513513513514], 'brevity_penalty': 1.0, 'length_ratio': 1.2903225806451613, 'translation_length': 40, 'reference_length': 31}","{'rouge1': 0.47619047619047616, 'rouge2': 0.36065573770491804, 'rougeL': 0.41269841269841273, 'rougeLsum': 0.41269841269841273}",0.8070354461669922
110,"""Apakah ada rencana untuk melibatkan komunitas internasional dalam pelestarian Candi Borobudur?""","Ya, ada rencana untuk melibatkan komunitas internasional dalam pelestarian Candi Borobudur melalui beberapa upaya seperti kerjasama internasional, pendanaan dan bantuan teknis, pameran dan konferensi internasional, serta pertukaran pengetahuan dan keterampilan. Hal ini bertujuan untuk memastikan upaya pelestarian dilakukan secara holistik, berkelanjutan, dan mendapat dukungan global.",Pemugaran,"{'bleu': 0.44585196537168453, 'precisions': [0.5471698113207547, 0.46153846153846156, 0.4117647058823529, 0.38], 'brevity_penalty': 1.0, 'length_ratio': 1.2926829268292683, 'translation_length': 53, 'reference_length': 41}","{'rouge1': 0.6075949367088608, 'rouge2': 0.5194805194805195, 'rougeL': 0.6075949367088608, 'rougeLsum': 0.6075949367088608}",0.8017284870147705
111,"""Bagaimana pemugaran pertama Candi Borobudur dilakukan?""",Pemugaran pertama Candi Borobudur dilakukan pada masa pemerintahan Sir Thomas Stamford Raffles setelah penemuan kembali candi pada tahun 1814. Pemugaran tersebut melibatkan serangkaian konservasi dan usaha untuk memulihkan keagungan bangunan candi yang memprihatinkan.,Pemugaran,"{'bleu': 0.5037302936889633, 'precisions': [1.0, 1.0, 1.0, 1.0], 'brevity_penalty': 0.5037302936889633, 'length_ratio': 0.5932203389830508, 'translation_length': 35, 'reference_length': 59}","{'rouge1': 0.7764705882352941, 'rouge2': 0.7710843373493976, 'rougeL': 0.7764705882352941, 'rougeLsum': 0.7764705882352941}",0.7084569931030273
112,"""Bagaimana bentuk Stupa di Candi Borobudur berkaitan dengan konsep kebijaksanaan dan pencerahan?""","Bentuk Stupa di Candi Borobudur berkaitan dengan konsep kebijaksanaan dan pencerahan melalui simbolisme yang terkandung dalam bentuk dan tata letaknya. Stupa-stupa tersebut melambangkan Parinirvana, tahap-tahap seorang yogin dalam mencapai Kebuddhaan.",Pemugaran,"{'bleu': 0.33480354824133535, 'precisions': [0.696969696969697, 0.625, 0.6129032258064516, 0.6], 'brevity_penalty': 0.5292133415000504, 'length_ratio': 0.6111111111111112, 'translation_length': 33, 'reference_length': 54}","{'rouge1': 0.5316455696202532, 'rouge2': 0.5194805194805194, 'rougeL': 0.5316455696202532, 'rougeLsum': 0.5316455696202532}",0.7322375774383545
113,"""Bagaimana bentuk stupa di Candi Borobudur berhubungan dengan ruangnya?""","Bentuk stupa di Candi Borobudur memiliki hubungan yang erat dengan ruangnya, karena bentuk stupa terhubung dengan ruangnya dan memiliki variasi yang dipengaruhi oleh konsep agama. Bentuk stupa berkembang dari titik pusat dan memiliki karakteristik umum di berbagai variasi, sehingga memiliki hubungan fungsional dengan ruangnya di dalam candi.",Pemugaran,"{'bleu': 0.08093851096427011, 'precisions': [0.7450980392156863, 0.4, 0.24489795918367346, 0.16666666666666666], 'brevity_penalty': 0.24371282199589897, 'length_ratio': 0.4146341463414634, 'translation_length': 51, 'reference_length': 123}","{'rouge1': 0.47619047619047616, 'rouge2': 0.27586206896551724, 'rougeL': 0.29931972789115646, 'rougeLsum': 0.3945578231292517}",0.7034704685211182
114,"""Bagaimana kondisi Candi Borobudur selama periode kolonial Belanda?""","Selama periode kolonial Belanda, kondisi Candi Borobudur mengalami penelitian dan pemugaran yang dilakukan oleh pemerintah kolonial Belanda. Pemugaran tersebut dilakukan untuk memulihkan keagungan bangunan candi yang memprihatinkan dan melestarikan nilai sejarah dan kebudayaan Candi Borobudur.",Pemugaran,"{'bleu': 0.3201485601948417, 'precisions': [0.6578947368421053, 0.43243243243243246, 0.3333333333333333, 0.2571428571428571], 'brevity_penalty': 0.8101577349324267, 'length_ratio': 0.8260869565217391, 'translation_length': 38, 'reference_length': 46}","{'rouge1': 0.64, 'rouge2': 0.4657534246575343, 'rougeL': 0.5333333333333333, 'rougeLsum': 0.5333333333333333}",0.7727911472320557
115,"""Bagaimana tingkat erosi tanah di kawasan Candi Borobudur mempengaruhi kelestarian struktur batuan candi?""",Tingkat erosi tanah di kawasan Candi Borobudur dapat mempengaruhi kelestarian struktur batuan candi dengan menyebabkan penurunan kualitas batuan candi dan bahkan kerusakan fisik pada struktur batuan. Hal ini dapat memengaruhi kelestarian dan keberlangsungan Candi Borobudur secara keseluruhan.,Pemugaran,"{'bleu': 0.7541265552451184, 'precisions': [0.9230769230769231, 0.868421052631579, 0.8108108108108109, 0.75], 'brevity_penalty': 0.9025202940335931, 'length_ratio': 0.9069767441860465, 'translation_length': 39, 'reference_length': 43}","{'rouge1': 0.9066666666666667, 'rouge2': 0.8493150684931507, 'rougeL': 0.9066666666666667, 'rougeLsum': 0.9066666666666667}",0.7566149234771729
116,"""Kapan pemugaran pertama Candi Borobudur selesai dilakukan?""",Pemugaran pertama Candi Borobudur selesai dilakukan pada masa pemerintahan Sir Thomas Stamford Raffles. Pemugaran tersebut dilakukan setelah penemuan kembali candi pada tahun 1814.,Pemugaran,"{'bleu': 0.760856626273165, 'precisions': [0.84, 0.7916666666666666, 0.7391304347826086, 0.6818181818181818], 'brevity_penalty': 1.0, 'length_ratio': 1.0869565217391304, 'translation_length': 25, 'reference_length': 23}","{'rouge1': 0.9302325581395349, 'rouge2': 0.8780487804878049, 'rougeL': 0.9302325581395349, 'rougeLsum': 0.9302325581395349}",0.5886745452880859
117,"""Apa tantangan utama dalam pemugaran Candi Borobudur?""","Tantangan utama dalam pemugaran Candi Borobudur adalah pemulihan kerusakan akibat pengabaian, kerusakan alam seperti letusan gunung berapi dan gempa bumi, serta perlindungan dari kerusakan akibat air hujan. Selain itu, pemulihan arca, relief, dan struktur candi yang memprihatinkan setelah beberapa waktu ditinggalkan juga menjadi tantangan utama.",Pemugaran,"{'bleu': 0.5130651316887882, 'precisions': [0.5576923076923077, 0.5294117647058824, 0.5, 0.46938775510204084], 'brevity_penalty': 1.0, 'length_ratio': 1.625, 'translation_length': 52, 'reference_length': 32}","{'rouge1': 0.7222222222222221, 'rouge2': 0.6857142857142856, 'rougeL': 0.7222222222222221, 'rougeLsum': 0.7222222222222221}",0.9562478065490723
118,"""Bagaimana kondisi Candi Borobudur saat ini dan upaya apa yang telah dilakukan untuk pelestariannya?""",Candi Borobudur saat ini memerlukan perhatian khusus untuk pelestariannya karena kondisinya yang membutuhkan pemeliharaan. Upaya pelestarian telah dilakukan melalui pemugaran oleh pemerintah Indonesia yang bekerjasama dengan UNESCO untuk memastikan kelestarian struktur candi.,Pemugaran,"{'bleu': 0.57182166807135, 'precisions': [0.7352941176470589, 0.6060606060606061, 0.53125, 0.45161290322580644], 'brevity_penalty': 1.0, 'length_ratio': 1.1724137931034482, 'translation_length': 34, 'reference_length': 29}","{'rouge1': 0.8070175438596492, 'rouge2': 0.6909090909090909, 'rougeL': 0.7719298245614036, 'rougeLsum': 0.7719298245614036}",0.7218401432037354
119,"""Apa dampak pemugaran pertama terhadap keberlanjutan Candi Borobudur?""",Dampak pemugaran pertama Candi Borobudur yang dilakukan pada masa pemerintahan Sir Thomas Stamford Raffles memiliki dampak yang signifikan terhadap keberlanjutan candi. Pemugaran tersebut berhasil memulihkan keagungan bangunan candi sehingga memungkinkan Candi Borobudur tetap dapat dinikmati dan dipelajari oleh generasi selanjutnya.,Pemugaran,"{'bleu': 0.7624111298701206, 'precisions': [0.9761904761904762, 0.8780487804878049, 0.825, 0.7692307692307693], 'brevity_penalty': 0.8877655252065778, 'length_ratio': 0.8936170212765957, 'translation_length': 42, 'reference_length': 47}","{'rouge1': 0.951219512195122, 'rouge2': 0.9, 'rougeL': 0.951219512195122, 'rougeLsum': 0.951219512195122}",0.8121566772460938
120,"""Bagaimana respon pemerintah terhadap pengeboman Candi Borobudur?""","Pemerintah Indonesia, terutama Presiden Soeharto, mengutuk pengeboman Candi Borobudur dan menyatakan bahwa tindakan tersebut dilakukan oleh orang-orang yang didorong oleh fanatisme suatu golongan dan tidak memiliki kebanggaan nasional. Pemerintah menanggapi pengeboman tersebut sebagai tindakan yang merugikan dan tidak patut dilakukan.",Pemugaran,"{'bleu': 0.5529910986194806, 'precisions': [0.7045454545454546, 0.6046511627906976, 0.5, 0.43902439024390244], 'brevity_penalty': 1.0, 'length_ratio': 1.1891891891891893, 'translation_length': 44, 'reference_length': 37}","{'rouge1': 0.767123287671233, 'rouge2': 0.676056338028169, 'rougeL': 0.7397260273972602, 'rougeLsum': 0.7397260273972602}",0.7355561256408691
121,"""Bagaimana peran ukiran dan relief dalam konteks Stupa di Candi Borobudur?""","Ukiran dan relief di Stupa Candi Borobudur memainkan peran penting dalam meningkatkan aspek spiritual, pendidikan, dan artistik. Mereka menggambarkan ajaran Buddha, berfungsi sebagai bantuan meditasi, menampilkan keterampilan artistik, dan melestarikan pengetahuan budaya dan sejarah.",Pemugaran,"{'bleu': 0.10966904800396363, 'precisions': [0.6097560975609756, 0.3, 0.15384615384615385, 0.07894736842105263], 'brevity_penalty': 0.5051363787331287, 'length_ratio': 0.5942028985507246, 'translation_length': 41, 'reference_length': 69}","{'rouge1': 0.4042553191489362, 'rouge2': 0.1956521739130435, 'rougeL': 0.2765957446808511, 'rougeLsum': 0.2765957446808511}",0.7674338817596436
122,"""Apa peran tanah dan batuan dalam menciptakan daya tarik wisata di sekitar Candi Borobudur?""",Tanah dan batuan di sekitar Candi Borobudur memiliki peran penting dalam menciptakan daya tarik wisata karena mereka membentuk lingkungan fisik yang unik. Mereka menciptakan struktur geologi dan bentuk alam yang menjadi daya tarik tersendiri bagi wisatawan yang berkunjung ke situs candi Borobudur.,Pemugaran,"{'bleu': 0.24315313528423838, 'precisions': [0.75, 0.6046511627906976, 0.5476190476190477, 0.4878048780487805], 'brevity_penalty': 0.41215176477207405, 'length_ratio': 0.5301204819277109, 'translation_length': 44, 'reference_length': 83}","{'rouge1': 0.5517241379310345, 'rouge2': 0.45614035087719296, 'rougeL': 0.41379310344827586, 'rougeLsum': 0.41379310344827586}",0.7731499671936035
123,"""Bagaimana dampak pandemi COVID-19 terhadap kunjungan dan pemeliharaan Candi Borobudur?""","Dampak pandemi COVID-19 terhadap Candi Borobudur sangat signifikan, terutama dalam hal kunjungan wisatawan dan pemeliharaan. Kunjungan wisatawan menurun drastis dan pemeliharaan juga terganggu akibat keterbatasan anggaran dan akses terhadap sumber daya.",Pemugaran,"{'bleu': 0.22860205692285332, 'precisions': [0.6470588235294118, 0.36363636363636365, 0.21875, 0.1935483870967742], 'brevity_penalty': 0.7235906755307153, 'length_ratio': 0.7555555555555555, 'translation_length': 34, 'reference_length': 45}","{'rouge1': 0.5428571428571428, 'rouge2': 0.3235294117647059, 'rougeL': 0.4285714285714286, 'rougeLsum': 0.4285714285714286}",0.8005468845367432
124,"""Bagaimana peran Stupa dalam merayakan peristiwa-peristiwa agama tertentu di Candi Borobudur?""","Stupa memiliki peran penting dalam merayakan peristiwa-peristiwa agama tertentu di Candi Borobudur sebagai simbolis roda kosmos, tempat arca, dan pusat spiritual. Stupa-stupa tersebut juga melambangkan konsep Parinirvana dan tahap-tahap seorang yogin dalam mencapai Kebuddhaan.",Pemugaran,"{'bleu': 0.2619265186276101, 'precisions': [0.6842105263157895, 0.43243243243243246, 0.3333333333333333, 0.2571428571428571], 'brevity_penalty': 0.6563555554708402, 'length_ratio': 0.7037037037037037, 'translation_length': 38, 'reference_length': 54}","{'rouge1': 0.5517241379310345, 'rouge2': 0.3764705882352941, 'rougeL': 0.3218390804597701, 'rougeLsum': 0.3218390804597701}",0.783757209777832
125,"""Apakah ada keterkaitan antara lantai teras Candi Borobudur dengan konsep meditasi Buddha?""","Ya, ada keterkaitan antara lantai teras Candi Borobudur dengan konsep meditasi Buddha. Elemen-elemen lantai teras mencerminkan perjalanan spiritual yang terkait dengan praktik meditasi dalam mencapai pencerahan dan pembebasan.",Pemugaran,"{'bleu': 0.12089372646636708, 'precisions': [0.7096774193548387, 0.3333333333333333, 0.2413793103448276, 0.10714285714285714], 'brevity_penalty': 0.432267928804797, 'length_ratio': 0.543859649122807, 'translation_length': 31, 'reference_length': 57}","{'rouge1': 0.5185185185185185, 'rouge2': 0.3291139240506329, 'rougeL': 0.3703703703703704, 'rougeLsum': 0.3703703703703704}",0.7081036567687988
126,"""Bagaimana peran masyarakat lokal dalam pelestarian Candi Borobudur?""","Masyarakat lokal memainkan peran penting dalam pelestarian Candi Borobudur dengan terlibat dalam upaya pemeliharaan, pengawasan, dan pengelolaan situs warisan ini. Mereka juga terlibat dalam upaya pelestarian budaya dan tradisi yang terkait dengan Candi Borobudur.",Pemugaran,"{'bleu': 0.6667796210052264, 'precisions': [0.7631578947368421, 0.6756756756756757, 0.6388888888888888, 0.6], 'brevity_penalty': 1.0, 'length_ratio': 1.0857142857142856, 'translation_length': 38, 'reference_length': 35}","{'rouge1': 0.8387096774193549, 'rouge2': 0.7333333333333333, 'rougeL': 0.7419354838709677, 'rougeLsum': 0.7419354838709677}",0.721956729888916
127,"""Apa kegiatan-kegiatan acara atau promosi yang diadakan oleh Public Relations untuk menarik perhatian publik terhadap Taman Wisata Candi Borobudur?""","Public Relations Taman Wisata Candi Borobudur dapat mengadakan berbagai kegiatan acara atau promosi, seperti festival budaya, konser musik, program tur gratis, workshop budaya, dan kampanye promosi di media sosial. Kegiatan-kegiatan ini bertujuan untuk menarik perhatian publik dan meningkatkan kunjungan ke Taman Wisata Candi Borobudur.",Pemugaran,"{'bleu': 0.09944211031927178, 'precisions': [0.9411764705882353, 0.68, 0.5306122448979592, 0.4583333333333333], 'brevity_penalty': 0.15831995611146438, 'length_ratio': 0.35172413793103446, 'translation_length': 51, 'reference_length': 145}","{'rouge1': 0.4914285714285714, 'rouge2': 0.3930635838150289, 'rougeL': 0.48, 'rougeLsum': 0.48}",0.8477694988250732
128,"""Apakah ada variasi dalam desain Stupa di berbagai tingkat Candi Borobudur?""","Ya, ada variasi desain Stupa di berbagai tingkatan Candi Borobudur, yang dapat dikategorikan menjadi empat variasi. Setiap variasi desain Stupa memiliki kontribusi pada komposisi arsitektur keseluruhan dan simbolisme candi.",Pemugaran,"{'bleu': 0.11762617633392279, 'precisions': [0.5757575757575758, 0.28125, 0.0967741935483871, 0.06666666666666667], 'brevity_penalty': 0.654265252923595, 'length_ratio': 0.7021276595744681, 'translation_length': 33, 'reference_length': 47}","{'rouge1': 0.47058823529411764, 'rouge2': 0.2121212121212121, 'rougeL': 0.4411764705882353, 'rougeLsum': 0.4411764705882353}",0.6990392208099365
129,"""Bagaimana peran masyarakat lokal dalam pelestarian Candi Borobudur?""","Masyarakat lokal memainkan peran penting dalam pelestarian Candi Borobudur dengan terlibat dalam upaya pemeliharaan, pengawasan, dan pengelolaan situs warisan ini. Mereka juga terlibat dalam upaya pelestarian budaya dan tradisi yang terkait dengan Candi Borobudur.",Pemugaran,"{'bleu': 0.6667796210052264, 'precisions': [0.7631578947368421, 0.6756756756756757, 0.6388888888888888, 0.6], 'brevity_penalty': 1.0, 'length_ratio': 1.0857142857142856, 'translation_length': 38, 'reference_length': 35}","{'rouge1': 0.8387096774193549, 'rouge2': 0.7333333333333333, 'rougeL': 0.7419354838709677, 'rougeLsum': 0.7419354838709677}",0.6973259449005127
130,"""Apa yang dapat dipelajari dari pola penempatan Stupa di Candi Borobudur?""","Pola penempatan Stupa di Candi Borobudur memberikan wawasan tentang makna arsitektur dan simbolis candi, serta mencerminkan konsep Buddhis tentang jalan menuju pencerahan. Pola penempatan ini juga menampilkan pemahaman spiritual dan filosofis yang mendalam dari para pembangun kuno.",Pemugaran,"{'bleu': 0.3289641606305541, 'precisions': [0.8, 0.5897435897435898, 0.5, 0.40540540540540543], 'brevity_penalty': 0.591555364366815, 'length_ratio': 0.6557377049180327, 'translation_length': 40, 'reference_length': 61}","{'rouge1': 0.6304347826086956, 'rouge2': 0.4888888888888889, 'rougeL': 0.4782608695652174, 'rougeLsum': 0.4782608695652174}",0.8011181354522705
131,"""Bagaimana Public Relations berinteraksi dengan para pelanggan dan pengunjung untuk mendapatkan umpan balik positif?""","Public Relations dapat berinteraksi dengan para pelanggan dan pengunjung Taman Wisata Candi Borobudur melalui beberapa cara, seperti mengadakan sesi tanya jawab, membuat survei atau kuesioner, membangun komunikasi dua arah melalui media sosial dan email, serta mengadakan acara khusus yang melibatkan pelanggan. Dengan cara-cara ini, Public Relations dapat memperoleh umpan balik positif untuk meningkatkan pengalaman pengunjung di Taman Wisata Candi Borobudur.",Pemugaran,"{'bleu': 0.1875170070842238, 'precisions': [0.8656716417910447, 0.6666666666666666, 0.5230769230769231, 0.40625], 'brevity_penalty': 0.316873153667727, 'length_ratio': 0.4652777777777778, 'translation_length': 67, 'reference_length': 144}","{'rouge1': 0.5851063829787234, 'rouge2': 0.48387096774193544, 'rougeL': 0.574468085106383, 'rougeLsum': 0.574468085106383}",0.9780092239379883
132,"""Apa dampak sosial langsung dari peristiwa pengeboman Candi Borobudur tersebut?""","Dampak sosial langsung dari peristiwa pengeboman Candi Borobudur adalah rasa takut dan ketidakamanan yang dirasakan oleh masyarakat sekitar dan karyawan di tempat wisata Candi Borobudur. Selain itu, penanganan yang dilakukan oleh aparat keamanan juga menimbulkan dampak di masyarakat.",Pemugaran,"{'bleu': 0.4527726679002244, 'precisions': [0.5853658536585366, 0.475, 0.41025641025641024, 0.3684210526315789], 'brevity_penalty': 1.0, 'length_ratio': 1.4137931034482758, 'translation_length': 41, 'reference_length': 29}","{'rouge1': 0.7301587301587301, 'rouge2': 0.6557377049180328, 'rougeL': 0.6349206349206348, 'rougeLsum': 0.6349206349206348}",0.7269699573516846
133,"""Apa yang membedakan Stupa di Candi Borobudur dengan struktur serupa di tempat lain?""","Stupa di Candi Borobudur membedakannya dari struktur serupa di tempat lain karena desain dan skala arsitekturnya yang unik, serta simbolismenya yang mewakili kosmologi Buddha dan perjalanan menuju pencerahan. Bentuk dan ruang Stupa yang terhubung secara rumit juga menciptakan lingkungan yang harmonis dan sakral untuk praktik spiritual.",Pemugaran,"{'bleu': 0.20690935915683836, 'precisions': [0.5306122448979592, 0.2708333333333333, 0.19148936170212766, 0.10869565217391304], 'brevity_penalty': 0.8847510441513587, 'length_ratio': 0.8909090909090909, 'translation_length': 49, 'reference_length': 55}","{'rouge1': 0.5319148936170214, 'rouge2': 0.3043478260869565, 'rougeL': 0.3404255319148936, 'rougeLsum': 0.3404255319148936}",0.7526986598968506
134,"""Apakah Candi Borobudur pernah mengalami bencana alam yang merusak?""","Ya, Candi Borobudur pernah mengalami kerusakan akibat bencana alam, terutama genangan air hujan yang dapat merusak kualitas batu dan pondasi candi.",Pemugaran,"{'bleu': 0.32560677892759976, 'precisions': [0.9583333333333334, 0.8695652173913043, 0.8181818181818182, 0.7619047619047619], 'brevity_penalty': 0.3835315728763106, 'length_ratio': 0.5106382978723404, 'translation_length': 24, 'reference_length': 47}","{'rouge1': 0.6666666666666666, 'rouge2': 0.6206896551724138, 'rougeL': 0.6666666666666666, 'rougeLsum': 0.6666666666666666}",1.0549900531768799
135,"""Apa risiko lingkungan yang dihadapi Candi Borobudur dan langkah-langkah yang diambil untuk mengatasi risiko tersebut?""","Risiko lingkungan yang dihadapi Candi Borobudur adalah erosi, genangan air hujan, dan kerusakan batu akibat faktor lingkungan. Langkah-langkah yang diambil untuk mengatasi risiko tersebut adalah pembangunan saluran air, pemeliharaan struktur batu, serta penelitian dan pemantauan terus-menerus terhadap kondisi lingkungan sekitar.",Pemugaran,"{'bleu': 0.566677412629967, 'precisions': [0.9130434782608695, 0.7777777777777778, 0.6818181818181818, 0.6046511627906976], 'brevity_penalty': 0.7703813975921459, 'length_ratio': 0.7931034482758621, 'translation_length': 46, 'reference_length': 58}","{'rouge1': 0.8297872340425532, 'rouge2': 0.717391304347826, 'rougeL': 0.7872340425531914, 'rougeLsum': 0.7872340425531914}",0.8281488418579102
136,"""Apa yang mempengaruhi bentuk stupa di Candi Borobudur?""","Bentuk stupa di Candi Borobudur dipengaruhi oleh beberapa faktor, yaitu konsep agama, tradisi arsitektur, analisis bentuk dan analisis konteks, simetri dan susunan, serta pengaruh budaya dan sejarah. Faktor-faktor ini membentuk desain unik dan simbolis stupa di Candi Borobudur.",Pemugaran,"{'bleu': 0.17103485451442257, 'precisions': [0.37777777777777777, 0.22727272727272727, 0.13953488372093023, 0.07142857142857142], 'brevity_penalty': 1.0, 'length_ratio': 1.2857142857142858, 'translation_length': 45, 'reference_length': 35}","{'rouge1': 0.6969696969696971, 'rouge2': 0.5937499999999999, 'rougeL': 0.6363636363636364, 'rougeLsum': 0.6666666666666667}",0.7616276741027832
137,"""Apa makna simbolik dari elemen lantai teras Arupadhatu Candi Borobudur?""","Makna simbolik dari elemen lantai teras Arupadhatu Candi Borobudur adalah sebagai tingkat perjalanan tertinggi spiritual manusia dalam menemukan makna yang ada di dalam dirinya dan mencapai kesempurnaan serta bersatunya jiwa dengan alam semesta. Ini juga menggambarkan ajaran filosofis Buddha tentang tiga unsur alam semesta, yaitu Kamadhatu, Rupadhatu, dan Arupadhatu.",Pemugaran,"{'bleu': 0.30651895840297094, 'precisions': [0.9074074074074074, 0.7169811320754716, 0.5769230769230769, 0.49019607843137253], 'brevity_penalty': 0.46801297492070437, 'length_ratio': 0.5684210526315789, 'translation_length': 54, 'reference_length': 95}","{'rouge1': 0.6717557251908397, 'rouge2': 0.5271317829457365, 'rougeL': 0.6106870229007634, 'rougeLsum': 0.6106870229007634}",0.8853693008422852
138,"""Apa strategi Public Relations untuk mengatasi persepsi negatif yang mungkin dimiliki oleh sebagian masyarakat terhadap Taman Wisata Candi Borobudur?""","Strategi Public Relations untuk mengatasi persepsi negatif yang mungkin dimiliki oleh sebagian masyarakat terhadap Taman Wisata Candi Borobudur adalah dengan menerapkan 5 strategi, yaitu Komunikasi Terbuka, Program Edukasi, Keterlibatan Masyarakat, Manajemen Krisis, dan Penguatan Citra Positif. Strategi ini dapat membantu mengatasi persepsi negatif dan membangun citra positif Taman Wisata Candi Borobudur di mata masyarakat.",Pemugaran,"{'bleu': 0.35777011985455703, 'precisions': [0.6229508196721312, 0.4166666666666667, 0.3050847457627119, 0.20689655172413793], 'brevity_penalty': 1.0, 'length_ratio': 1.196078431372549, 'translation_length': 61, 'reference_length': 51}","{'rouge1': 0.7032967032967032, 'rouge2': 0.4719101123595506, 'rougeL': 0.6153846153846154, 'rougeLsum': 0.6153846153846154}",0.9054422378540039
139,"""Apa yang menjadi tantangan terbesar dalam pelestarian Candi Borobudur ke depannya?""","Tantangan terbesar dalam pelestarian Candi Borobudur ke depannya meliputi beberapa aspek, seperti peningkatan kunjungan wisatawan, perubahan lingkungan, pemeliharaan dan restorasi, pengembangan infrastruktur, dan pendidikan serta kesadaran masyarakat. Semua aspek ini perlu diatasi dengan kerjasama antara pemerintah, lembaga pelestarian, masyarakat lokal, dan pihak terkait lainnya.",Pemugaran,"{'bleu': 0.1349861926110996, 'precisions': [0.2222222222222222, 0.1320754716981132, 0.11538461538461539, 0.09803921568627451], 'brevity_penalty': 1.0, 'length_ratio': 1.4594594594594594, 'translation_length': 54, 'reference_length': 37}","{'rouge1': 0.6111111111111112, 'rouge2': 0.4, 'rougeL': 0.5833333333333334, 'rougeLsum': 0.5833333333333334}",0.9514670372009277
140,"""Bagaimana peran pemerintah Indonesia dalam pemugaran Candi Borobudur setelah kemerdekaan?""",Pemerintah Indonesia memainkan peran penting dalam pemugaran dan pelestarian Candi Borobudur setelah kemerdekaan dengan melakukan berbagai upaya seperti program konservasi dan pemeliharaan. Pemerintah juga terlibat dalam upaya internasional untuk melestarikan Candi Borobudur sebagai warisan dunia.,Pemugaran,"{'bleu': 0.37780353512026477, 'precisions': [0.6486486486486487, 0.5, 0.37142857142857144, 0.3235294117647059], 'brevity_penalty': 0.8503033063369505, 'length_ratio': 0.8604651162790697, 'translation_length': 37, 'reference_length': 43}","{'rouge1': 0.6944444444444444, 'rouge2': 0.4857142857142857, 'rougeL': 0.5833333333333333, 'rougeLsum': 0.5833333333333333}",0.7500436305999756
141,"""Bagaimana harapan untuk masa depan Candi Borobudur sebagai warisan budaya global?""","Harapan untuk masa depan Candi Borobudur sebagai warisan budaya global meliputi beberapa aspek, seperti pelestarian yang berkelanjutan, pendidikan dan kesadaran masyarakat, pengembangan pariwisata berkelanjutan, diplomasi budaya, dan penelitian serta inovasi. Dengan upaya bersama dari berbagai pihak, harapan adalah agar Candi Borobudur tetap terjaga, dihargai, dan dipelajari oleh generasi mendatang.",Pemugaran,"{'bleu': 0.18020938219774266, 'precisions': [0.2711864406779661, 0.1724137931034483, 0.15789473684210525, 0.14285714285714285], 'brevity_penalty': 1.0, 'length_ratio': 1.475, 'translation_length': 59, 'reference_length': 40}","{'rouge1': 0.65, 'rouge2': 0.4615384615384615, 'rougeL': 0.625, 'rougeLsum': 0.625}",0.9587080478668213
142,"""Bagaimana bentuk stupa di Candi Borobudur?""","Bentuk stupa di Candi Borobudur memiliki variasi, yaitu stupa tengah, teras bundar stupa dengan slot persegi panjang, dan pagar stupa langkan. Variasi ini menunjukkan keunikan dan keragaman arsitektur Candi Borobudur.",Pemugaran,"{'bleu': 0.5515355819224521, 'precisions': [0.6857142857142857, 0.5588235294117647, 0.5151515151515151, 0.46875], 'brevity_penalty': 1.0, 'length_ratio': 1.0606060606060606, 'translation_length': 35, 'reference_length': 33}","{'rouge1': 0.6909090909090909, 'rouge2': 0.6037735849056604, 'rougeL': 0.6909090909090909, 'rougeLsum': 0.6909090909090909}",0.885706901550293
